TOW,OSNMA40,source_prn,is_zero_fill,reason
314055,1111001011011110000010100000111101100001,31,false,use_existing_source
314057,0110100001001110000111111100011010001110,31,false,use_existing_source
314059,1100111100110110110001110000111000101001,31,false,use_existing_source
314061,1011011100000100000011111000000001111011,31,false,use_existing_source
314063,0101110001111000011000000101010101010110,31,false,use_existing_source
314065,0110110011000011000000010001111011000010,31,false,use_existing_source
314067,0100100111001011100000110000100010001000,31,false,use_existing_source
314069,0101011111001111011100110000000000000000,31,false,use_existing_source
314071,1001001010110100101110100101110000110101,31,false,use_existing_source
314073,0010010000001100000111000001011111111110,31,false,use_existing_source
314075,0001010101100101101101001000111001011000,31,false,use_existing_source
314077,1010110000000101000011111101101000110010,31,false,use_existing_source
314079,0000000001010011100111010100101000001001,31,false,use_existing_source
314081,1101011100001111101001000110101101101001,31,false,use_existing_source
314083,1011110101000001000110000001111111000111,31,false,use_existing_source
314085,1111000100011000001011010010100011011011,31,false,use_existing_source
314087,0110001010011011000001100000111110110101,31,false,use_existing_source
314089,1010101000100011010110110111101001110111,31,false,use_existing_source
314091,0000101000001001110011110000100010111000,31,false,use_existing_source
314093,0011100111011100001100100000111111001101,31,false,use_existing_source
314095,1000010111101001011101111001001010101111,31,false,use_existing_source
314097,1100111100011110110001111001110110111000,31,false,use_existing_source
314099,1101101010111111010111110000000000000000,31,false,use_existing_source
314101,1001001000100010110010000000000010000100,31,false,use_existing_source
314103,0010010110111100101001100110100001111000,31,false,use_existing_source
314105,1100001000001001011010111101010001101101,31,false,use_existing_source
314107,1110000100001001000011111010011100010100,31,false,use_existing_source
314109,0000010010010110100000000001001000011111,31,false,use_existing_source
314111,1101001001001111000100101001110111101011,31,false,use_existing_source
314113,1100101001010111001100010000011000001111,31,false,use_existing_source
314115,0011001111001101001001100111110110000011,31,false,use_existing_source
314117,0000010111100010000111111100100011011100,31,false,use_existing_source
314119,1010001011011010000010110111110111001111,31,false,use_existing_source
314121,1111100100000100000011111001000011000011,31,false,use_existing_source
314123,0101011110001000100101000010110000010101,31,false,use_existing_source
314125,0100001111111000111110111000101101101001,31,false,use_existing_source
314127,0010010110010111101111111110101010100100,31,false,use_existing_source
314129,1110000101001111001100000000000000000000,31,false,use_existing_source
314131,1001001011101110001100011100011001001110,31,false,use_existing_source
314133,0010011000111000100111010000100111010110,31,false,use_existing_source
314135,0010001001100001010010111111100000110001,31,false,use_existing_source
314137,0110100100000101000011111010000000011001,31,false,use_existing_source
314139,1101011001001010101101100010010100001001,31,false,use_existing_source
314141,1001111100001111100111101100010000110000,31,false,use_existing_source
314143,0000100001000011100110100001111111001001,31,false,use_existing_source
314145,1001001011110010110010010101101111001100,31,false,use_existing_source
314147,0000110011000001000001100000111101110100,31,false,use_existing_source
314149,0111110110010110101111001000100110101110,31,false,use_existing_source
314151,0000100100001001110011110000001001001101,31,false,use_existing_source
314153,0001001101111000110010011110100101101100,31,false,use_existing_source
314155,1000111111101101010001101001001111000111,31,false,use_existing_source
314157,1110001111000110110010101010010110110101,31,false,use_existing_source
314159,1011000101001111101010010000000000000000,31,false,use_existing_source
314161,1001001000011110101000110111101010100101,31,false,use_existing_source
314163,0010011100000111010011011100101011100110,31,false,use_existing_source
314165,0111101011010011110011000100011101010101,31,false,use_existing_source
314167,1001001000001001000011111000000100111000,31,false,use_existing_source
314169,0001011101111011110111010000111000011111,31,false,use_existing_source
314171,0011000001001111011001001011111010001000,31,false,use_existing_source
314173,0010100111111110010101100000011000001111,31,false,use_existing_source
314175,1001011011110100110010100001100101001110,31,false,use_existing_source
314177,1000110011001000000111111100101001100010,31,false,use_existing_source
314179,1110100011110011111011010010001110110010,31,false,use_existing_source
314181,1101111000000100000011110000111110101110,31,false,use_existing_source
314183,0001100011101011111010000010101000010101,31,false,use_existing_source
314185,1101010101000000000010111001111010110101,31,false,use_existing_source
314187,1111100011011100000100100000001100110101,31,false,use_existing_source
314189,0101000111111100100100110000000000000000,31,false,use_existing_source
314191,1001001010111011100010001011000100011011,31,false,use_existing_source
314193,0010000000101110000110010011101101110010,31,false,use_existing_source
314195,0010001000000011101100110000010011001110,31,false,use_existing_source
314197,0101000000000101000011111100011111001101,31,false,use_existing_source
314199,0100100110100111011101100100101000001001,31,false,use_existing_source
314201,0010001000001111110000010000010011111001,31,false,use_existing_source
314203,0000010111001110101110110001111111001011,31,false,use_existing_source
314205,0111001000100111000101011010001010011011,31,false,use_existing_source
314207,0101011100111100000001100000111100010011,31,false,use_existing_source
314209,1100010111001100100000101000011010011010,31,false,use_existing_source
314211,1110111100001001110011111001011100111100,31,false,use_existing_source
314213,1110001110010011110101010001011000000001,31,false,use_existing_source
314215,0011011010000000110111101100011001001111,31,false,use_existing_source
314217,0110100010110001011111011000110110010111,31,false,use_existing_source
314219,1111001010100110100001110000000000000000,31,false,use_existing_source
314221,1001001000100110011110010001111100010010,31,false,use_existing_source
314223,0010000111101010111110101001110010101100,31,false,use_existing_source
314225,0001101101011110101101101110000001101110,31,false,use_existing_source
314227,0001101100001001000011111101011100110101,31,false,use_existing_source
314229,1010111110111100111001110100111000011111,31,false,use_existing_source
314231,1101111001001111000110100101100111110001,31,false,use_existing_source
314233,0110001010101111100010000000011000001111,31,false,use_existing_source
314235,0100100110000000100001110111000111101100,31,false,use_existing_source
314237,1100010011101000000111111100110001011100,31,false,use_existing_source
314239,0101110110101000100111001110010100100100,31,false,use_existing_source
314241,0010110000000100000011111001100001001010,31,false,use_existing_source
314243,1100001001111010100101111011000010111011,31,false,use_existing_source
314245,0011100110000000101100001100111110101010,31,false,use_existing_source
314247,0101110000110011001111010011011101111100,31,false,use_existing_source
314249,1101011000011011101001100000000000000000,31,false,use_existing_source
314251,1001001011011111101000101001110001110001,31,false,use_existing_source
314253,0010001010001100101111101010110111111111,31,false,use_existing_source
314255,0100010011001100000010010010100110100111,31,false,use_existing_source
314257,1111001100010000000011011110001111110101,31,false,use_existing_source
314259,1001111000011101010000001111111000001001,31,false,use_existing_source
314261,1001111000001111100110110011001001101011,31,false,use_existing_source
314263,0110011000111001100110110001111111001101,31,false,use_existing_source
314265,0011001010000110010101011001000111110001,31,false,use_existing_source
314267,1111001100001111000001100000111100111010,31,false,use_existing_source
314269,0011111101000000010101001011000011111100,31,false,use_existing_source
314271,1010001100001001110011110011001000111000,31,false,use_existing_source
314273,0110101011101011101011110110000111011011,31,false,use_existing_source
314275,1011110110100011000110000100010111011001,31,false,use_existing_source
314277,0100100010010110101101001100011011101101,31,false,use_existing_source
314279,1101001000001011101000100000000000000000,31,false,use_existing_source
314281,1001001010111110100001000110011100111101,31,false,use_existing_source
314283,0010001110000111011111101101111001111010,31,false,use_existing_source
314285,0111101110000111001001011111000001111100,31,false,use_existing_source
314287,0011011000001001000011110010010000111111,31,false,use_existing_source
314289,1111001111011100001111001010000000011111,31,false,use_existing_source
314291,1110110101001111111010000011011110110011,31,false,use_existing_source
314293,1101101101000111000000110000011000001111,31,false,use_existing_source
314295,1111001011101001010010001110010110000001,31,false,use_existing_source
314297,0110100000010011000111111100111011000010,31,false,use_existing_source
314299,1100111100111111001010011110100100001111,31,false,use_existing_source
314301,1011011100000100000011110101110000100101,31,false,use_existing_source
314303,0101110001100001010001100111000000111100,31,false,use_existing_source
314305,0110110001011000001000100011001011011110,31,false,use_existing_source
314307,0100100100110101111011100100100010000001,31,false,use_existing_source
314309,0101011101001001010110010000000000000000,31,false,use_existing_source
314311,1001001011011000010101100100111100010100,31,false,use_existing_source
314313,0010010010001101001100011010111100001101,31,false,use_existing_source
314315,0001010110001110110110101111111000111000,31,false,use_existing_source
314317,1010110000010000000011110001111111001000,31,false,use_existing_source
314319,0000000011101100110111000101101000001001,31,false,use_existing_source
314321,1101011100001111110010000110001000101010,31,false,use_existing_source
314323,1011110100110011111001110001111111001111,31,false,use_existing_source
314325,1111000110110000110100100011001110100110,31,false,use_existing_source
314327,0110001011010010000001100000111111101011,31,false,use_existing_source
314329,1010101000001000110000110001111000110110,31,false,use_existing_source
314331,0000101000001001110011111101100011010000,31,false,use_existing_source
314333,0011100111001010110011000000001110100000,31,false,use_existing_source
314335,1000010101101100010011110000011010101010,31,false,use_existing_source
314337,1100111110011101001010010001001010111000,31,false,use_existing_source
314339,1101101011001111001010010000000000000000,31,false,use_existing_source
314341,1001001010110001110011110000110000111110,31,false,use_existing_source
314343,0010010111010000110000111000111111010101,31,false,use_existing_source
314345,1100001011000100101100010101011010110011,31,false,use_existing_source
314347,1110000100001001000011111110001101111001,31,false,use_existing_source
314349,0000010011001110000100101100111100011111,31,false,use_existing_source
314351,1101001001001111011100001111000010100011,31,false,use_existing_source
314353,1100101001011110000010100000011000001111,31,false,use_existing_source
314355,0011001101101110000001001101011111001001,31,false,use_existing_source
314357,0000010101010010000111111100111110010000,31,false,use_existing_source
314359,1010001011111110000000010010101001011111,31,false,use_existing_source
314361,1111100100000100000011111000001100001110,31,false,use_existing_source
314363,0101011110011100000011010110001001110011,31,false,use_existing_source
314365,0100001111011110100010110100111000000001,31,false,use_existing_source
314367,0010010110011111001110001100110111100110,31,false,use_existing_source
314369,1110000111101011101011100000000000000000,31,false,use_existing_source
314371,1001001001011001110110011000100001001000,31,false,use_existing_source
314373,0010011000011000000000101110111101101100,31,false,use_existing_source
314375,0010001010100011111001001011110000100101,31,false,use_existing_source
314377,0110100100010000000011110110000010100001,31,false,use_existing_source
314379,1101011011011000101101011100001000001001,31,false,use_existing_source
314381,1001111100001111010101110010110110101100,31,false,use_existing_source
314383,0000100001111101110100110001111111001111,31,false,use_existing_source
314385,1001001010110011011001100100110010101100,31,false,use_existing_source
314387,0000110001111011000001100000111110001110,31,false,use_existing_source
314389,0111110101000011010101101100000011110111,31,false,use_existing_source
314391,0000100100001001110011111110000101100101,31,false,use_existing_source
314393,0001001100111110100110101010111110010000,31,false,use_existing_source
314395,1000111101010101000110101011000110111100,31,false,use_existing_source
314397,1110001100010111010101000101010100111111,31,false,use_existing_source
314399,1011000110001101010011000000000000000000,31,false,use_existing_source
314401,1001001011110100011001001011101100010101,31,false,use_existing_source
314403,0010011101010000011000011111111110010010,31,false,use_existing_source
314405,0111101011010110110000000001111001001101,31,false,use_existing_source
314407,1001001000001001000011110010001101110100,31,false,use_existing_source
314409,0001011100000010001001000111110100011111,31,false,use_existing_source
314411,0011000001001111100010000111000101110001,31,false,use_existing_source
314413,0010100111100001011010010000011000001111,31,false,use_existing_source
314415,1001011010010100010001110001100111010000,31,false,use_existing_source
314417,1000110011011011000111111100111111010011,31,false,use_existing_source
314419,1110100001101000001111111110011100000000,31,false,use_existing_source
314421,1101111000000100000011111001101101101011,31,false,use_existing_source
314423,0001100010000111000111100111001111001001,31,false,use_existing_source
314425,1101010111101000001000011101100011101111,31,false,use_existing_source
314427,1111100010111000000101100010011101101011,31,false,use_existing_source
314429,0101000110100100110110100000000000000000,31,false,use_existing_source
314431,1001001000101001110101001100100010001000,31,false,use_existing_source
314433,0010000010101101111001110011111100000001,31,false,use_existing_source
314435,0010001001110001111001110010110100000100,31,false,use_existing_source
314437,0101000000010000000011111001110110111001,31,false,use_existing_source
314439,0100100101111100010000111101011100001001,31,false,use_existing_source
314441,0010001000001111100100010000001011011010,31,false,use_existing_source
314443,0000010111001001011111110001111111001111,31,false,use_existing_source
314445,0111001000111010110010000010001101100011,31,false,use_existing_source
314447,0101011101110001000001100000111101110100,31,false,use_existing_source
314449,1100010111110000010110101101010110001101,31,false,use_existing_source
314451,1110111100001001110011110111111000010111,31,false,use_existing_source
314453,1110001100001111100100011011010001010000,31,false,use_existing_source
314455,0011011001000010101001001000101010011111,31,false,use_existing_source
314457,0110100001001110001011100010110001010001,31,false,use_existing_source
314459,1111001010101011000110110000000000000000,31,false,use_existing_source
314461,1001001000011000100010000101001110111101,31,false,use_existing_source
314463,0010000100001111001000100001111111101101,31,false,use_existing_source
314465,0001101110100011111000110100111110100101,31,false,use_existing_source
314467,0001101100001001000011110111100111010101,31,false,use_existing_source
314469,1010111100111010111100100111101100011111,31,false,use_existing_source
314471,1101111001001111000101011110011111110000,31,false,use_existing_source
314473,0110001010111011000101000000011000001111,31,false,use_existing_source
314475,0100100100000111000010011011010010000111,31,false,use_existing_source
314477,1100010000011000000111111100111110101110,31,false,use_existing_source
314479,0101110101001111100110010000101010111011,31,false,use_existing_source
314481,0010110000000100000011110001010001110001,31,false,use_existing_source
314483,1100001011111011010100000101100010101001,31,false,use_existing_source
314485,0011100111010101110100001110111111001111,31,false,use_existing_source
314487,0101110001011101100000000111010011000100,31,false,use_existing_source
314489,1101011001110011110111110000000000000000,31,false,use_existing_source
314491,1001001010011011100101001001011101111010,31,false,use_existing_source
314493,0010001000000001110111111100000101001000,31,false,use_existing_source
314495,0100010001100000001001111111111110100111,31,false,use_existing_source
314497,1111001100010000000011110110111000010001,31,false,use_existing_source
314499,1001111001001111010001001001010100001001,31,false,use_existing_source
314501,1001111000001111010111001110101110111101,31,false,use_existing_source
314503,0110011000001101111011110001111111000001,31,false,use_existing_source
314505,0011001001011100111111001100001110000101,31,false,use_existing_source
314507,1111001111110111000001100000111111101001,31,false,use_existing_source
314509,0011111111110001010001111000011100101011,31,false,use_existing_source
314511,1010001100001001110011111000010010101101,31,false,use_existing_source
314513,0110101000110011100000001110100011101011,31,false,use_existing_source
314515,1011110111100000100000101010001111100010,31,false,use_existing_source
314517,0100100000010101010100100001111000111001,31,false,use_existing_source
314519,1101001011110101011011110000000000000000,31,false,use_existing_source
314521,1001001010000101011001000010000011101110,31,false,use_existing_source
314523,0010001100110011100000000001001001111100,31,false,use_existing_source
314525,0111101110110010101011001101001011100111,31,false,use_existing_source
314527,0011011000001001000011111001111000010001,31,false,use_existing_source
314529,1111001101011101100001110100100100011111,31,false,use_existing_source
314531,1110110101001111000101001001001111110100,31,false,use_existing_source
314533,1101101101111110100010100000011000001111,31,false,use_existing_source
314535,1111001000000110110100000111011110111011,31,false,use_existing_source
314537,0110100010000010000111111100001010000011,31,false,use_existing_source
314539,1100111110010110010001000100110001001001,31,false,use_existing_source
314541,1011011100000100000011110001100111010001,31,false,use_existing_source
314543,0101110011101011101011010000110111111111,31,false,use_existing_source
314545,0110110001011111100101110111001101111011,31,false,use_existing_source
314547,0100100100110110001100111000110111011110,31,false,use_existing_source
314549,0101011110000100101110000000000000000000,31,false,use_existing_source
314551,1001001001011010011000010111111101111001,31,false,use_existing_source
314553,0010010010000111011101100001001110000100,31,false,use_existing_source
314555,0001010100011000111010111110010100000000,31,false,use_existing_source
314557,1010110000010000000011110110011110111101,31,false,use_existing_source
314559,0000000010101000110111000010101100001001,31,false,use_existing_source
314561,1101011100001111010010101100001110001101,31,false,use_existing_source
314563,1011110111010110001111110001111111000011,31,false,use_existing_source
314565,1111000100011111110110100001010101011110,31,false,use_existing_source
314567,0110001010010001000001100000111111111001,31,false,use_existing_source
314569,1010101000110110010011000111001111000101,31,false,use_existing_source
314571,0000101000001001110011111110011001000100,31,false,use_existing_source
314573,0011100111000111010110111110001000000000,31,false,use_existing_source
314575,1000010101110110110100001010011100111001,31,false,use_existing_source
314577,1100111101011001000010101010011001011100,31,false,use_existing_source
314579,1101101001010111010100010000000000000000,31,false,use_existing_source
314581,1001001011111010100000000111110011001111,31,false,use_existing_source
314583,0010010100001011011110111101010010001011,31,false,use_existing_source
314585,1100001000000110110010001001111000110010,31,false,use_existing_source
314587,1110000100001001000011110001111000111001,31,false,use_existing_source
314589,0000010011001001101000110100101000011111,31,false,use_existing_source
314591,1101001001001111100101001000101110111011,31,false,use_existing_source
314593,1100101000011111001111100000011000001111,31,false,use_existing_source
314595,0011001111110011000010001101101010010100,31,false,use_existing_source
314597,0000010100100100000111111100010001000011,31,false,use_existing_source
314599,1010001000001001110111101000011010111010,31,false,use_existing_source
314601,1111100100000100000011111001100111100100,31,false,use_existing_source
314603,0101011111010100111011000100010001110110,31,false,use_existing_source
314605,0100001101100010100010001000000000001100,31,false,use_existing_source
314607,0010010110101100111010101101100000110011,31,false,use_existing_source
314609,1110000111101110011101110000000000000000,31,false,use_existing_source
314611,1001001001110100100011100111101111000101,31,false,use_existing_source
314613,0010011000001001010111001101010110010100,31,false,use_existing_source
314615,0010001010111100101100001111100100100011,31,false,use_existing_source
314617,0110100100010000000011110010010101100100,31,false,use_existing_source
314619,1101011011001010101101000101100100001001,31,false,use_existing_source
314621,1001111100001111011100101101100110101101,31,false,use_existing_source
314623,0000100011000101111101000001111111000101,31,false,use_existing_source
314625,1001001001011111001101111111110010010010,31,false,use_existing_source
314627,0000110011001111000001100000111100100001,31,false,use_existing_source
314629,0111110101010100100010011001101000011110,31,false,use_existing_source
314631,0000100100001001110011111111001110110010,31,false,use_existing_source
314633,0001001111111110011000101100001111011100,31,false,use_existing_source
314635,1000111110101110110001010111110110001111,31,false,use_existing_source
314637,1110001110100011011001011010010100111000,31,false,use_existing_source
314639,1011000111000010011010000000000000000000,31,false,use_existing_source
314641,1001001001110011101110110101010111011001,31,false,use_existing_source
314643,0010011101100100010100011101011011001100,31,false,use_existing_source
314645,0111101010001110010010100010100101111110,31,false,use_existing_source
314647,1001001000001001000011111011100000100010,31,false,use_existing_source
314649,0001011100110101001110110111000100011111,31,false,use_existing_source
314651,0011000001001111100010000001000010011100,31,false,use_existing_source
314653,0010100100000100100101000000011000001111,31,false,use_existing_source
314655,1001011010011110000010011001111010111011,31,false,use_existing_source
314657,1000110000110011000111111100011011001101,31,false,use_existing_source
314659,1110100010001011110101110111010110000010,31,false,use_existing_source
314661,1101111000000100000011111001010101000000,31,false,use_existing_source
314663,0001100010100110100000111000000010010010,31,false,use_existing_source
314665,1101010110101111010110000110110000100001,31,false,use_existing_source
314667,1111100001001010100101001011111111010010,31,false,use_existing_source
314669,0101000101111101111100010000000000000000,31,false,use_existing_source
314671,1001001001100011010100010001110010010110,31,false,use_existing_source
314673,0010000000010001111011001110011111000011,31,false,use_existing_source
314675,0010001001010101011100101011001001011001,31,false,use_existing_source
314677,0101000000010000000011110001100110011100,31,false,use_existing_source
314679,0100100111100011001001101010011000001001,31,false,use_existing_source
314681,0010001000001111000001101100010011010011,31,false,use_existing_source
314683,0000010101101011100100000001111111000111,31,false,use_existing_source
314685,0111001010100101010110100110100011111011,31,false,use_existing_source
314687,0101011110110010000001100000111101100010,31,false,use_existing_source
314689,1100010111111101000011100000111100001110,31,false,use_existing_source
314691,1110111100001001110011110001110010101100,31,false,use_existing_source
314693,1110001100101001111101000011000011111100,31,false,use_existing_source
314695,0011011011110111100010101010001011110101,31,false,use_existing_source
314697,0110100010111111000001110111001011111110,31,false,use_existing_source
314699,1111001001001010111001000000000000000000,31,false,use_existing_source
314701,1001001010011011010001000001001001001000,31,false,use_existing_source
314703,0010000110100100001011111000100000101101,31,false,use_existing_source
314705,0001101100110101000000111010001010011110,31,false,use_existing_source
314707,0001101100001001000011110001111100001100,31,false,use_existing_source
314709,1010111110110010101011001101101000011111,31,false,use_existing_source
314711,1101111001001111101101100000010111111001,31,false,use_existing_source
314713,0110001010011110011100100000011000001111,31,false,use_existing_source
314715,0100100111000001001010100110110111001101,31,false,use_existing_source
314717,1100010011101010000111111100100001000111,31,false,use_existing_source
314719,0101110111111100001011110101000101100101,31,false,use_existing_source
314721,0010110000000100000011110011100000101110,31,false,use_existing_source
314723,1100001000111001111100110011011100111010,31,false,use_existing_source
314725,0011100111110101011110110110100010110111,31,false,use_existing_source
314727,0101110001101001001010001000111111110111,31,false,use_existing_source
314729,1101011011110011000100110000000000000000,31,false,use_existing_source
314731,1001001001010100010111001100000011111111,31,false,use_existing_source
314733,0010001011001111101001100111100100011011,31,false,use_existing_source
314735,0100010001111110011011011101111010100101,31,false,use_existing_source
314737,1111001100010000000011111110111100001010,31,false,use_existing_source
314739,1001111000101101111100101000101100001001,31,false,use_existing_source
314741,1001111000001111111011110110011100011101,31,false,use_existing_source
314743,0110011010011101011011100001111111001001,31,false,use_existing_source
314745,0011001010000111110100010010111011100001,31,false,use_existing_source
314747,1111001111110101000001100000111100011010,31,false,use_existing_source
314749,0011111101100010001010000001000101111010,31,false,use_existing_source
314751,1010001100001001110011111001000101001100,31,false,use_existing_source
314753,0110101010111110101101110011111110101010,31,false,use_existing_source
314755,1011110111000000011011011100010101111111,31,false,use_existing_source
314757,0100100001010100001100011011101111011100,31,false,use_existing_source
314759,1101001000000011110001110000000000000000,31,false,use_existing_source
314761,1001001000010000011110100101100101001101,31,false,use_existing_source
314763,0010001101101101111011011001101010100001,31,false,use_existing_source
314765,0111101110111000111100011111111000111010,31,false,use_existing_source
314767,0011011000001001000011110001100111100001,31,false,use_existing_source
314769,1111001111011000111011111110100000011111,31,false,use_existing_source
314771,1110110101001111100001000001000010100011,31,false,use_existing_source
314773,1101101101010000011001010000011000001111,31,false,use_existing_source
314775,1111001000010100110001010100011110000100,31,false,use_existing_source
314777,0110100000000001000111111100101000101100,31,false,use_existing_source
314779,1100111100110110010101010001000110000000,31,false,use_existing_source
314781,1011011100000100000011111001000010001111,31,false,use_existing_source
314783,0101110010101100110111110000100010101100,31,false,use_existing_source
314785,0110110010111110111110100100011111011000,31,false,use_existing_source
314787,0100100110010100111001110011111001110011,31,false,use_existing_source
314789,0101011110100111101011010000000000000000,31,false,use_existing_source
314791,1001001010001001111001010111111111111011,31,false,use_existing_source
314793,0010010010111010101001000000101101001001,31,false,use_existing_source
314795,0001010110111000110110100111100101010100,31,false,use_existing_source
314797,1010110000010000000011111010111001111101,31,false,use_existing_source
314799,0000000000110010010101111010101100001001,31,false,use_existing_source
314801,1101011100001111111011011110011001011101,31,false,use_existing_source
314803,1011110111001110101110000001111111001011,31,false,use_existing_source
314805,1111000100101011111101101001110001011101,31,false,use_existing_source
314807,0110001011010111000001100000111111111110,31,false,use_existing_source
314809,1010101000110100111111111111111000100001,31,false,use_existing_source
314811,0000101000001001110011111010111011001101,31,false,use_existing_source
314813,0011100101110101000011010010000101101000,31,false,use_existing_source
314815,1000010111010000011110100111000001010101,31,false,use_existing_source
314817,1100111100101101001111001000001100000110,31,false,use_existing_source
314819,1101101000001101011101000000000000000000,31,false,use_existing_source
314821,1001001010100010010011010010011110101110,31,false,use_existing_source
314823,0010010110001101000100010001110001111011,31,false,use_existing_source
314825,1100001000000110000100010110111100001100,31,false,use_existing_source
314827,1110000100001001000011110011000010111000,31,false,use_existing_source
314829,0000010001000010000001110101001000011111,31,false,use_existing_source
314831,1101001001001111101111010010100000100101,31,false,use_existing_source
314833,1100101011010100000001100000011000001111,31,false,use_existing_source
314835,0011001100001110000111001001100011010111,31,false,use_existing_source
314837,0000010100011000000111111100110010010001,31,false,use_existing_source
314839,1010001010110110111110000110110100011010,31,false,use_existing_source
314841,1111100100000100000011111010010101101111,31,false,use_existing_source
314843,0101011101100110110110101000001100001011,31,false,use_existing_source
314845,0100001100011001100101011010111000110100,31,false,use_existing_source
314847,0010010100011010001110111010110110111001,31,false,use_existing_source
314849,1110000111010011010100010000000000000000,31,false,use_existing_source
314851,1001001010000000000011110110010100110110,31,false,use_existing_source
314853,0010011000011011101101001100110110111100,31,false,use_existing_source
314855,0010001000011110001011011011010010011111,31,false,use_existing_source
314857,0110100100010000000011110101011001101010,31,false,use_existing_source
314859,1101011010101101001100010011011000001001,31,false,use_existing_source
314861,1001111100001111110001011110110110101010,31,false,use_existing_source
314863,0000100000111100110010010001111111001101,31,false,use_existing_source
314865,1001001011011000100010001011000000101111,31,false,use_existing_source
314867,0000110010101111000001100000111111010111,31,false,use_existing_source
314869,0111110110111010110001011011010111011101,31,false,use_existing_source
314871,0000100100001001110011110001111010101110,31,false,use_existing_source
314873,0001001101011111100111011011111000111100,31,false,use_existing_source
314875,1000111111100101001001000010010011111101,31,false,use_existing_source
314877,1110001110011001010001110110010110101111,31,false,use_existing_source
314879,1011000100111101011001010000000000000000,31,false,use_existing_source
314881,1001001000111100110011000101001101000110,31,false,use_existing_source
314883,0010011101001101100000011110111000000101,31,false,use_existing_source
314885,0111101001010101011010011111111101011001,31,false,use_existing_source
314887,1001001000001001000011110001100000101100,31,false,use_existing_source
314889,0001011101101110100111011100110100011111,31,false,use_existing_source
314891,0011000001001111011111010010000000101011,31,false,use_existing_source
314893,0010100100011111001000110000011000001111,31,false,use_existing_source
314895,1001011001001100000011101000111101111111,31,false,use_existing_source
314897,1000110011011010000111111100111010110001,31,false,use_existing_source
314899,1110100001000001110001001101010000111101,31,false,use_existing_source
314901,1101111000000100000011110000010101100010,31,false,use_existing_source
314903,0001100000001010011010011001000111000000,31,false,use_existing_source
314905,1101010110100001001010110100010011111001,31,false,use_existing_source
314907,1111100010000101000011101000111100101110,31,false,use_existing_source
314909,0101000110101100101110100000000000000000,31,false,use_existing_source
314911,1001001000101111011010110111000000111111,31,false,use_existing_source
314913,0010000010000101101110100010111101110001,31,false,use_existing_source
314915,0010001010100100100000010111011001001101,31,false,use_existing_source
314917,0101000000010000000011110110011010111001,31,false,use_existing_source
314919,0100100100101010001011001001001000001001,31,false,use_existing_source
314921,0010001000001111011000000101011100010011,31,false,use_existing_source
314923,0000010101111011011111110001111111001111,31,false,use_existing_source
314925,0111001010110110011111010011000101011000,31,false,use_existing_source
314927,0101011100011011000001100000111100001110,31,false,use_existing_source
314929,1100010101100111100101001111111100000111,31,false,use_existing_source
314931,1110111100001001110011111101001000001100,31,false,use_existing_source
314933,1110001111010111101011011011010111101001,31,false,use_existing_source
314935,0011011001001101001110111001001010101101,31,false,use_existing_source
314937,0110100000011010100100011011110100000111,31,false,use_existing_source
314939,1111001010110010101011110000000000000000,31,false,use_existing_source
314941,1001001010110000110100100111100001001010,31,false,use_existing_source
314943,0010000110010000110010111001111101000100,31,false,use_existing_source
314945,0001101110011011000111001111111001000111,31,false,use_existing_source
314947,0001101100001001000011111101011000111101,31,false,use_existing_source
314949,1010111111001101010101000100011000011111,31,false,use_existing_source
314951,1101111001001111000000011010000000000101,31,false,use_existing_source
314953,0110001001001001001011000000011000001111,31,false,use_existing_source
314955,0100100111110111000000101001000100011111,31,false,use_existing_source
314957,1100010010110000000111111100111110001111,31,false,use_existing_source
314959,0101110101100100110110000001111111101101,31,false,use_existing_source
314961,0010110000000100000011110101010011101100,31,false,use_existing_source
314963,1100001000110101110001111000011111110000,31,false,use_existing_source
314965,0011100100010001101010010101110101100110,31,false,use_existing_source
314967,0101110010110101000111001101001000111110,31,false,use_existing_source
314969,1101011010001110011010100000000000000000,31,false,use_existing_source
314971,1001001001011111011000101001100110101111,31,false,use_existing_source
314973,0010001001001110110100010101111100110110,31,false,use_existing_source
314975,0100010000000111001110100100110100110001,31,false,use_existing_source
314977,1111001100010000000011111101001001110010,31,false,use_existing_source
314979,1001111000011011000001001010110100001001,31,false,use_existing_source
314981,1001111000001111101011110101110101100111,31,false,use_existing_source
314983,0110011000011110111111100001111111001111,31,false,use_existing_source
314985,0011001001111001010101111001000100100101,31,false,use_existing_source
314987,1111001110111110000001100000111100100011,31,false,use_existing_source
314989,0011111110111111001000010100011110010011,31,false,use_existing_source
314991,1010001100001001110011110001010111000000,31,false,use_existing_source
314993,0110101000011011100100011001101100011101,31,false,use_existing_source
314995,1011110111000001110110100111101000100110,31,false,use_existing_source
314997,0100100010110111011111110010011011100101,31,false,use_existing_source
314999,1101001000101010111001100000000000000000,31,false,use_existing_source
315001,1001001010001010011011101010110100101100,31,false,use_existing_source
315003,0010001110100001001011000101111100011111,31,false,use_existing_source
315005,0111101101100110010000011010010111001011,31,false,use_existing_source
315007,0011011000001001000011111001001000010111,31,false,use_existing_source
315009,1111001110011010010010010000011000011111,31,false,use_existing_source
315011,1110110101001111001101001100101110110101,31,false,use_existing_source
315013,1101101110000000111000110000011000001111,31,false,use_existing_source
315015,1111001000110100101110001010111000101110,31,false,use_existing_source
